document_id,year,exam_session,paper,document_type,subject,language,source,source_tier,source_url,file_name,file_path,curriculum_regime,text_extractable,ocr_required,collection_status,priority,notes,date_added,extraction_quality,session,local_path,verified,updated_at
2022_nov_p1_exam_maths,2022,,P1,exam,,Eng,,,https://www.education.gov.za/Portals/0/CD/2022NovExams/Non-Languages%20Nov%202022%20PDF/Mathematics/Mathematics%20P1%20Nov%202022%20Eng.pdf?ver=2023-02-02-114231-000,,,CAPS-Grade12,,,owned,high,Verified title page,,,Nov,data/raw/exams/2022_nov_p1_exam_maths.pdf,True,2026-09-16T11:27:31.142530+00:00
2022_nov_p2_exam_maths,2022,,P2,exam,,Eng,,,https://www.education.gov.za/Portals/0/CD/2022NovExams/Non-Languages%20Nov%202022%20PDF/Mathematics/Mathematics%20P2%20Nov%202022%20Eng.pdf?ver=2023-02-08-132128-000,,,CAPS-Grade12,,,owned,high,Verified title page,,,Nov,data/raw/exams/2022_nov_p2_exam_maths.pdf,True,2026-09-16T11:27:31.142530+00:00
2022_nov_p1_memo_maths,2022,,P1,memo,,Eng,,,https://www.education.gov.za/LinkClick.aspx?fileticket=gytAGGPYSc8%3d&tabid=3294&portalid=0&mid=10986,,,CAPS-Grade12,,,owned,high,Verified title page,,,Nov,data/raw/memos/2022_nov_p1_memo_maths.pdf,True,2026-09-16T11:27:31.142530+00:00
2022_nov_p2_memo_maths,2022,,P2,memo,,Eng,,,https://www.education.gov.za/LinkClick.aspx?fileticket=var8F7VpOmU%3d&tabid=3294&portalid=0&mid=10986,,,CAPS-Grade12,,,owned,high,Verified title page,,,Nov,data/raw/memos/2022_nov_p2_memo_maths.pdf,True,2026-09-16T11:27:31.142530+00:00
2022_maths_diagnostic_part1,2022,,,diagnostic,,Eng,,,https://www.education.gov.za/Portals/0/Documents/Reports/Diagnostic%20Reports%202022/,,,CAPS-Grade12,,,owned,high,Part 1 Content Subjects,,,,data/raw/diagnostic_reports/2022_maths_diagnostic_part1.pdf,True,2026-09-16T11:27:31.142530+00:00
2021_nov_p1_exam_maths,2021,,P1,exam,,Eng,,,https://www.education.gov.za/LinkClick.aspx?fileticket=jgMJbW3Aa0o%3d&tabid=2922&portalid=0&mid=10135,,,CAPS-Grade12,,,owned,high,Verified; covid_adjusted,,,Nov,data/raw/exams/2021_nov_p1_exam_maths.pdf,True,2026-09-16T11:27:31.142530+00:00
2021_nov_p2_exam_maths,2021,,P2,exam,,Eng,,,https://www.education.gov.za/LinkClick.aspx?fileticket=s7hK0H8bqPM%3d&tabid=2922&portalid=0&mid=10135,,,CAPS-Grade12,,,owned,high,Verified; covid_adjusted,,,Nov,data/raw/exams/2021_nov_p2_exam_maths.pdf,True,2026-09-16T11:27:31.142530+00:00
2021_nov_p1_memo_maths,2021,,P1,memo,,Eng,,,https://www.education.gov.za/LinkClick.aspx?fileticket=sGgq9FNv0lQ%3d&tabid=2922&portalid=0&mid=10135,,,CAPS-Grade12,,,owned,high,Verified; covid_adjusted,,,Nov,data/raw/memos/2021_nov_p1_memo_maths.pdf,True,2026-09-16T11:27:31.142530+00:00
2021_nov_p2_memo_maths,2021,,P2,memo,,Eng,,,https://www.education.gov.za/LinkClick.aspx?fileticket=LJo4MZ4DRZM%3d&tabid=2922&portalid=0&mid=10135,,,CAPS-Grade12,,,owned,high,Verified; covid_adjusted,,,Nov,data/raw/memos/2021_nov_p2_memo_maths.pdf,True,2026-09-16T11:27:31.142530+00:00
2021_maths_diagnostic_part1,2021,,,diagnostic,,Eng,,,https://www.education.gov.za/LinkClick.aspx?fileticket=H1cFr8xeEh0%3d&tabid=92&portalid=0&mid=4359,,,CAPS-Grade12,,,owned,high,Part 1; covid_adjusted,,,,data/raw/diagnostic_reports/2021_maths_diagnostic_part1.pdf,True,2026-09-16T11:27:31.142530+00:00
2020_nov_p1_exam_maths,2020,,P1,exam,,Eng,,,https://www.education.gov.za/LinkClick.aspx?fileticket=f-OMZa2HZ5U%3d&tabid=2702&portalid=0&mid=9632,,,CAPS-Grade12,,,owned,high,Verified; covid_adjusted,,,Nov,data/raw/exams/2020_nov_p1_exam_maths.pdf,True,2026-09-16T12:47:17.149818+00:00
2020_nov_p2_exam_maths,2020,,P2,exam,,Eng,,,https://www.education.gov.za/LinkClick.aspx?fileticket=FU-0n3tYUzs%3d&tabid=2702&portalid=0&mid=9632,,,CAPS-Grade12,,,owned,high,Verified; covid_adjusted,,,Nov,data/raw/exams/2020_nov_p2_exam_maths.pdf,True,2026-09-16T12:47:17.149818+00:00
2020_nov_p1_memo_maths,2020,,P1,memo,,Eng,,,https://www.education.gov.za/LinkClick.aspx?fileticket=R9cpC35sw60%3d&tabid=2702&portalid=0&mid=9632,,,CAPS-Grade12,,,owned,high,Verified; covid_adjusted,,,Nov,data/raw/memos/2020_nov_p1_memo_maths.pdf,True,2026-09-16T12:47:17.149818+00:00
2020_nov_p2_memo_maths,2020,,P2,memo,,Eng,,,https://www.education.gov.za/LinkClick.aspx?fileticket=P7kQcnNxRHY%3d&tabid=2702&portalid=0&mid=9632,,,CAPS-Grade12,,,owned,high,Verified; covid_adjusted,,,Nov,data/raw/memos/2020_nov_p2_memo_maths.pdf,True,2026-09-16T12:47:17.149818+00:00
2020_maths_diagnostic_part1,2020,,,diagnostic,,Eng,,,https://www.education.gov.za/LinkClick.aspx?fileticket=pfjtA8b_rf4%3d&tabid=92&portalid=0&mid=4359,,,CAPS-Grade12,,,owned,high,Part 1; covid_adjusted,,,,data/raw/diagnostic_reports/2020_maths_diagnostic_part1.pdf,True,2026-09-16T12:47:17.149818+00:00
2019_nov_p1_exam_maths,2019,,P1,exam,,Eng,,,https://www.education.gov.za/LinkClick.aspx?fileticket=Tno439ZyBcU%3d&tabid=2556&portalid=0&mid=8994,,,CAPS-Grade12,,,owned,high,Verified title page,,,Nov,data/raw/exams/2019_nov_p1_exam_maths.pdf,True,2026-09-16T18:57:43.693983+00:00
2019_nov_p2_exam_maths,2019,,P2,exam,,Eng,,,https://www.education.gov.za/LinkClick.aspx?fileticket=s6HzylxEHVo%3d&tabid=2556&portalid=0&mid=8994,,,CAPS-Grade12,,,owned,high,Verified title page,,,Nov,data/raw/exams/2019_nov_p2_exam_maths.pdf,True,2026-09-16T18:57:43.693983+00:00
2019_nov_p1_memo_maths,2019,,P1,memo,,Eng,,,https://www.education.gov.za/LinkClick.aspx?fileticket=n-F98_w5Zig%3d&tabid=2556&portalid=0&mid=8994,,,CAPS-Grade12,,,owned,high,Verified title page,,,Nov,data/raw/memos/2019_nov_p1_memo_maths.pdf,True,2026-09-16T18:57:43.693983+00:00
2019_nov_p2_memo_maths,2019,,P2,memo,,Eng,,,https://www.education.gov.za/LinkClick.aspx?fileticket=DtEIXt8fp_E%3d&tabid=2556&portalid=0&mid=8994,,,CAPS-Grade12,,,owned,high,Verified title page,,,Nov,data/raw/memos/2019_nov_p2_memo_maths.pdf,True,2026-09-16T18:57:43.693983+00:00
2019_maths_diagnostic_part1,2019,,,diagnostic,,Eng,,,https://www.education.gov.za/LinkClick.aspx?fileticket=a20XbsuSdcc%3d&tabid=92&portalid=0&mid=4359,,,CAPS-Grade12,,,owned,high,Part 1 / Book 1,,,,data/raw/diagnostic_reports/2019_maths_diagnostic_part1.pdf,True,2026-09-16T18:57:43.693983+00:00
2018_nov_p1_exam_maths,2018,,P1,exam,,Eng,,,https://www.education.gov.za/LinkClick.aspx?fileticket=QE2-jAQgyWo%3d&tabid=2268&portalid=0&mid=8402,,,CAPS-Grade12,,,owned,high,Verified title page,,,Nov,data/raw/exams/2018_nov_p1_exam_maths.pdf,True,2026-09-16T19:08:20.688610+00:00
2018_nov_p2_exam_maths,2018,,P2,exam,,Eng,,,https://www.education.gov.za/LinkClick.aspx?fileticket=ABGQ68K1-V0%3d&tabid=2268&portalid=0&mid=8402,,,CAPS-Grade12,,,owned,high,Verified title page,,,Nov,data/raw/exams/2018_nov_p2_exam_maths.pdf,True,2026-09-16T19:08:20.688610+00:00
2018_nov_p1_memo_maths,2018,,P1,memo,,Eng,,,https://www.education.gov.za/LinkClick.aspx?fileticket=oaZUa6tkOeI%3d&tabid=2268&portalid=0&mid=8402,,,CAPS-Grade12,,,owned,high,Verified title page,,,Nov,data/raw/memos/2018_nov_p1_memo_maths.pdf,True,2026-09-16T19:08:20.688610+00:00
2018_nov_p2_memo_maths,2018,,P2,memo,,Eng,,,https://www.education.gov.za/LinkClick.aspx?fileticket=JGqaMbWx7XA%3d&tabid=2268&portalid=0&mid=8402,,,CAPS-Grade12,,,owned,high,Verified title page,,,Nov,data/raw/memos/2018_nov_p2_memo_maths.pdf,True,2026-09-16T19:08:20.688610+00:00
2018_maths_diagnostic_part1,2018,,,diagnostic,,Eng,,,https://www.education.gov.za/LinkClick.aspx?fileticket=WLMCRy84Zj4%3d&tabid=92&portalid=0&mid=4359,,,CAPS-Grade12,,,owned,high,Part 1 Non-Languages,,,,data/raw/diagnostic_reports/2018_maths_diagnostic_part1.pdf,True,2026-09-16T19:08:20.688610+00:00
2017_nov_p1_exam_maths,2017,,P1,exam,,Eng,,,https://www.education.gov.za/LinkClick.aspx?fileticket=9bzKRinovqI%3d&tabid=1856&portalid=0&mid=7350,,,CAPS-Grade12,,,owned,high,Verified title page,,,Nov,data/raw/exams/2017_nov_p1_exam_maths.pdf,True,2026-09-17T07:14:03.101329+00:00
2017_nov_p2_exam_maths,2017,,P2,exam,,Eng,,,https://www.education.gov.za/LinkClick.aspx?fileticket=keSfPGPlEAg%3d&tabid=1856&portalid=0&mid=7350,,,CAPS-Grade12,,,owned,high,Verified title page,,,Nov,data/raw/exams/2017_nov_p2_exam_maths.pdf,True,2026-09-17T07:14:03.101329+00:00
2017_nov_p1_memo_maths,2017,,P1,memo,,Eng,,,https://www.education.gov.za/LinkClick.aspx?fileticket=zp4zBOSLW0Q%3d&tabid=1856&portalid=0&mid=7350,,,CAPS-Grade12,,,owned,high,Verified title page,,,Nov,data/raw/memos/2017_nov_p1_memo_maths.pdf,True,2026-09-17T07:14:03.101329+00:00
2017_nov_p2_memo_maths,2017,,P2,memo,,Eng,,,https://www.education.gov.za/LinkClick.aspx?fileticket=BvPSes02Sn4%3d&tabid=1856&portalid=0&mid=7350,,,CAPS-Grade12,,,owned,high,Verified title page,,,Nov,data/raw/memos/2017_nov_p2_memo_maths.pdf,True,2026-09-17T07:14:03.101329+00:00
2017_maths_diagnostic_part1,2017,,,diagnostic,,Eng,,,https://www.education.gov.za/LinkClick.aspx?fileticket=c4uOac3jwP4%3d&tabid=92&portalid=0&mid=4359,,,CAPS-Grade12,,,owned,high,Part 1,,,,data/raw/diagnostic_reports/2017_maths_diagnostic_part1.pdf,True,2026-09-17T07:14:03.101329+00:00
2016_nov_p1_exam_maths,2016,,P1,exam,,Eng,,,https://www.education.gov.za/LinkClick.aspx?fileticket=Mf2vXwdMvgs%3d&tabid=1508&portalid=0&mid=6179,,,CAPS-Grade12,,,owned,high,Verified title page,,,Nov,data/raw/exams/2016_nov_p1_exam_maths.pdf,True,2026-09-17T07:25:12.496197+00:00
2016_nov_p2_exam_maths,2016,,P2,exam,,Eng,,,https://www.education.gov.za/LinkClick.aspx?fileticket=z8L8L6YJt7k%3d&tabid=1508&portalid=0&mid=6179,,,CAPS-Grade12,,,owned,high,Verified title page,,,Nov,data/raw/exams/2016_nov_p2_exam_maths.pdf,True,2026-09-17T07:25:12.496197+00:00
2016_nov_p1_memo_maths,2016,,P1,memo,,Eng,,,https://www.education.gov.za/LinkClick.aspx?fileticket=BREWbevmj5A%3d&tabid=1508&portalid=0&mid=6179,,,CAPS-Grade12,,,owned,high,Verified title page,,,Nov,data/raw/memos/2016_nov_p1_memo_maths.pdf,True,2026-09-17T07:25:12.496197+00:00
2016_nov_p2_memo_maths,2016,,P2,memo,,Eng,,,https://www.education.gov.za/LinkClick.aspx?fileticket=ZcumaObYY0U%3d&tabid=1508&portalid=0&mid=6179,,,CAPS-Grade12,,,owned,high,Verified title page,,,Nov,data/raw/memos/2016_nov_p2_memo_maths.pdf,True,2026-09-17T07:25:12.496197+00:00
2016_maths_diagnostic_part1,2016,,,diagnostic,,Eng,,,https://www.education.gov.za/LinkClick.aspx?fileticket=dS08Lo3nuiU%3d&tabid=92&portalid=0&mid=4359,,,CAPS-Grade12,,,owned,high,NSC Diagnostic Report 2016,,,,data/raw/diagnostic_reports/2016_maths_diagnostic_part1.pdf,True,2026-09-17T07:25:12.496197+00:00
2015_nov_p1_exam_maths,2015,,P1,exam,,Eng,,,https://www.education.gov.za/LinkClick.aspx?fileticket=Ff8Magmt-Aw%3d&tabid=979&portalid=0&mid=4289,,,CAPS-Grade12,,,owned,high,Verified title page,,,Nov,data/raw/exams/2015_nov_p1_exam_maths.pdf,True,2026-09-17T07:43:55.391509+00:00
2015_nov_p2_exam_maths,2015,,P2,exam,,Eng,,,https://www.education.gov.za/LinkClick.aspx?fileticket=zSHGn8qtNQA%3d&tabid=979&portalid=0&mid=4289,,,CAPS-Grade12,,,owned,high,Verified title page,,,Nov,data/raw/exams/2015_nov_p2_exam_maths.pdf,True,2026-09-17T07:43:55.391509+00:00
2015_nov_p1_memo_maths,2015,,P1,memo,,Eng,,,https://www.education.gov.za/LinkClick.aspx?fileticket=npZjEEJ1rRE%3d&tabid=979&portalid=0&mid=4289,,,CAPS-Grade12,,,owned,high,Verified title page,,,Nov,data/raw/memos/2015_nov_p1_memo_maths.pdf,True,2026-09-17T07:43:55.391509+00:00
2015_nov_p2_memo_maths,2015,,P2,memo,,Eng,,,https://www.education.gov.za/LinkClick.aspx?fileticket=bRzKGUA745Q%3d&tabid=979&portalid=0&mid=4289,,,CAPS-Grade12,,,owned,high,Verified title page,,,Nov,data/raw/memos/2015_nov_p2_memo_maths.pdf,True,2026-09-17T07:43:55.391509+00:00
2015_maths_diagnostic_part1,2015,,,diagnostic,,Eng,,,https://www.education.gov.za/LinkClick.aspx?fileticket=IwlSo5eiHzA%3d&tabid=92&portalid=0&mid=4359,,,CAPS-Grade12,,,owned,high,NSC Diagnostic Report 2015,,,,data/raw/diagnostic_reports/2015_maths_diagnostic_part1.pdf,True,2026-09-17T07:43:55.391509+00:00
2014_nov_p1_exam_maths,2014,,P1,exam,,Eng,,,https://www.education.gov.za/LinkClick.aspx?fileticket=hiapoaCUjZM%3d&tabid=568&portalid=0&mid=1527,,,CAPS-Grade12,,,owned,high,Verified title page; first full CAPS Grade 12 year,,,Nov,data/raw/exams/2014_nov_p1_exam_maths.pdf,True,2026-09-17T07:56:59.420558+00:00
2014_nov_p2_exam_maths,2014,,P2,exam,,Eng,,,https://www.education.gov.za/LinkClick.aspx?fileticket=lUWxb7RJ8qY%3d&tabid=568&portalid=0&mid=1527,,,CAPS-Grade12,,,owned,high,Verified title page; first full CAPS Grade 12 year,,,Nov,data/raw/exams/2014_nov_p2_exam_maths.pdf,True,2026-09-17T07:56:59.420558+00:00
2014_nov_p1_memo_maths,2014,,P1,memo,,Eng,,,https://www.education.gov.za/LinkClick.aspx?fileticket=_XS29vTWY-I%3d&tabid=568&portalid=0&mid=1527,,,CAPS-Grade12,,,owned,high,Verified title page,,,Nov,data/raw/memos/2014_nov_p1_memo_maths.pdf,True,2026-09-17T07:56:59.420558+00:00
2014_nov_p2_memo_maths,2014,,P2,memo,,Eng,,,https://www.education.gov.za/LinkClick.aspx?fileticket=KNmGWZqhp04%3d&tabid=568&portalid=0&mid=1527,,,CAPS-Grade12,,,owned,high,Verified title page,,,Nov,data/raw/memos/2014_nov_p2_memo_maths.pdf,True,2026-09-17T07:56:59.420558+00:00
2014_maths_diagnostic_part1,2014,,,diagnostic,,Eng,,,https://www.education.gov.za/LinkClick.aspx?fileticket=hZL6MoEQvtQ%3d&tabid=92&portalid=0&mid=4359,,,CAPS-Grade12,,,owned,high,NSC Diagnostic Report 2014,,,,data/raw/diagnostic_reports/2014_maths_diagnostic_part1.pdf,True,2026-09-17T07:56:59.420558+00:00
